id,reviewer_id,sample_id,smell,severity,review_timestamp,type,code_name,repository,commit_hash,path,start_line,end_line,link,is_from_industry_relevant_project
682,7,6182357,long method,minor,08:50.9,function,org.eclipse.che.infrastructure.docker.client.json.ExecInfo#toString,git@github.com:eclipse/che.git,c5498c2ac562cd8a2fc79a6bb0446d291f05a201,/infrastructures/docker/docker-client/src/main/java/org/eclipse/che/infrastructure/docker/client/json/ExecInfo.java,90,116,https://github.com/eclipse/che/blob/c5498c2ac562cd8a2fc79a6bb0446d291f05a201/infrastructures/docker/docker-client/src/main/java/org/eclipse/che/infrastructure/docker/client/json/ExecInfo.java/#L90-L116,1
687,7,6190083,long method,none,10:25.0,function,org.eclipse.che.ide.ext.java.client.progressor.ProgressMonitorPresenter#hide,git@github.com:eclipse/che.git,c5498c2ac562cd8a2fc79a6bb0446d291f05a201,/plugins/plugin-java/che-plugin-java-ext-lang-client/src/main/java/org/eclipse/che/ide/ext/java/client/progressor/ProgressMonitorPresenter.java,74,76,https://github.com/eclipse/che/blob/c5498c2ac562cd8a2fc79a6bb0446d291f05a201/plugins/plugin-java/che-plugin-java-ext-lang-client/src/main/java/org/eclipse/che/ide/ext/java/client/progressor/ProgressMonitorPresenter.java/#L74-L76,1
692,7,6198340,long method,none,12:47.6,function,org.eclipse.che.inject.lifecycle.LifecycleModule.Key#equals Object,git@github.com:eclipse/che.git,c5498c2ac562cd8a2fc79a6bb0446d291f05a201,/core/commons/che-core-commons-inject/src/main/java/org/eclipse/che/inject/lifecycle/LifecycleModule.java,40,50,https://github.com/eclipse/che/blob/c5498c2ac562cd8a2fc79a6bb0446d291f05a201/core/commons/che-core-commons-inject/src/main/java/org/eclipse/che/inject/lifecycle/LifecycleModule.java/#L40-L50,1
696,7,6212569,long method,none,13:07.5,function,org.eclipse.che.commons.xml.Element#replaceWith NewElement,git@github.com:eclipse/che.git,c5498c2ac562cd8a2fc79a6bb0446d291f05a201,/core/commons/che-core-commons-xml/src/main/java/org/eclipse/che/commons/xml/Element.java,591,599,https://github.com/eclipse/che/blob/c5498c2ac562cd8a2fc79a6bb0446d291f05a201/core/commons/che-core-commons-xml/src/main/java/org/eclipse/che/commons/xml/Element.java/#L591-L599,1
698,7,6212333,long method,none,13:13.6,function,org.eclipse.che.ide.api.editor.events.GutterClickEvent#getEvent,git@github.com:eclipse/che.git,c5498c2ac562cd8a2fc79a6bb0446d291f05a201,/ide/che-core-ide-api/src/main/java/org/eclipse/che/ide/api/editor/events/GutterClickEvent.java,76,78,https://github.com/eclipse/che/blob/c5498c2ac562cd8a2fc79a6bb0446d291f05a201/ide/che-core-ide-api/src/main/java/org/eclipse/che/ide/api/editor/events/GutterClickEvent.java/#L76-L78,1
700,7,6212329,long method,none,13:18.4,function,org.eclipse.che.ide.api.editor.events.GutterClickEvent#getAssociatedType,git@github.com:eclipse/che.git,c5498c2ac562cd8a2fc79a6bb0446d291f05a201,/ide/che-core-ide-api/src/main/java/org/eclipse/che/ide/api/editor/events/GutterClickEvent.java,43,46,https://github.com/eclipse/che/blob/c5498c2ac562cd8a2fc79a6bb0446d291f05a201/ide/che-core-ide-api/src/main/java/org/eclipse/che/ide/api/editor/events/GutterClickEvent.java/#L43-L46,1
710,7,6236496,long method,major,17:30.9,function,org.eclipse.elk.core.meta.ide.contentassist.antlr.internal.InternalMetaDataParser#rule__XWhileExpression__Group__0__Impl,git@github.com:eclipse/elk.git,9a87764f00d863463b1be6de1920d8aa3c3ade70,/plugins/org.eclipse.elk.core.meta.ui/src-gen/org/eclipse/elk/core/meta/ide/contentassist/antlr/internal/InternalMetaDataParser.java,45156,45191,https://github.com/eclipse/elk/blob/9a87764f00d863463b1be6de1920d8aa3c3ade70/plugins/org.eclipse.elk.core.meta.ui/src-gen/org/eclipse/elk/core/meta/ide/contentassist/antlr/internal/InternalMetaDataParser.java/#L45156-L45191,1
712,7,6234592,long method,critical,17:47.6,function,org.eclipse.elk.core.meta.ide.contentassist.antlr.internal.InternalMetaDataParser#rule__MdCategory__Group_4_0__1__Impl,git@github.com:eclipse/elk.git,9a87764f00d863463b1be6de1920d8aa3c3ade70,/plugins/org.eclipse.elk.core.meta.ui/src-gen/org/eclipse/elk/core/meta/ide/contentassist/antlr/internal/InternalMetaDataParser.java,22554,22599,https://github.com/eclipse/elk/blob/9a87764f00d863463b1be6de1920d8aa3c3ade70/plugins/org.eclipse.elk.core.meta.ui/src-gen/org/eclipse/elk/core/meta/ide/contentassist/antlr/internal/InternalMetaDataParser.java/#L22554-L22599,1
716,7,6241200,long method,none,18:40.0,function,org.eclipse.elk.alg.layered.p5edges.loops.labeling.ThreeCornerLoopLabelPositionGenerator.ThreeCornerLoopLabelPositionGenerator SelfLoopNode,git@github.com:eclipse/elk.git,9a87764f00d863463b1be6de1920d8aa3c3ade70,/plugins/org.eclipse.elk.alg.layered/src/org/eclipse/elk/alg/layered/p5edges/loops/labeling/ThreeCornerLoopLabelPositionGenerator.java,34,36,https://github.com/eclipse/elk/blob/9a87764f00d863463b1be6de1920d8aa3c3ade70/plugins/org.eclipse.elk.alg.layered/src/org/eclipse/elk/alg/layered/p5edges/loops/labeling/ThreeCornerLoopLabelPositionGenerator.java/#L34-L36,1
721,7,6246396,long method,none,19:04.5,function,org.eclipse.hono.adapter.mqtt.CommandSubscription#getQos,git@github.com:eclipse/hono.git,ec84947227564c6459801f708bdeabd7687a8bf0,/adapters/mqtt-vertx-base/src/main/java/org/eclipse/hono/adapter/mqtt/CommandSubscription.java,141,143,https://github.com/eclipse/hono/blob/ec84947227564c6459801f708bdeabd7687a8bf0/adapters/mqtt-vertx-base/src/main/java/org/eclipse/hono/adapter/mqtt/CommandSubscription.java/#L141-L143,1
722,7,6244944,long method,none,22:19.9,function,org.eclipse.hono.deviceregistry.FileBasedCredentialsService#get String|String|String|JsonObject|Span|Handler<AsyncResult<CredentialsResult<JsonObject>>>,git@github.com:eclipse/hono.git,ec84947227564c6459801f708bdeabd7687a8bf0,/services/device-registry/src/main/java/org/eclipse/hono/deviceregistry/FileBasedCredentialsService.java,265,286,https://github.com/eclipse/hono/blob/ec84947227564c6459801f708bdeabd7687a8bf0/services/device-registry/src/main/java/org/eclipse/hono/deviceregistry/FileBasedCredentialsService.java/#L265-L286,1
724,7,6244777,long method,none,22:26.3,function,org.eclipse.hono.config.ServiceConfigProperties#getPort,git@github.com:eclipse/hono.git,ec84947227564c6459801f708bdeabd7687a8bf0,/core/src/main/java/org/eclipse/hono/config/ServiceConfigProperties.java,72,74,https://github.com/eclipse/hono/blob/ec84947227564c6459801f708bdeabd7687a8bf0/core/src/main/java/org/eclipse/hono/config/ServiceConfigProperties.java/#L72-L74,1
726,8,6247819,long method,none,19:07.1,function,org.eclipse.hawkbit.repository.event.remote.entity.ActionCreatedEvent.ActionCreatedEvent,git@github.com:eclipse/hawkbit.git,51be28147f6f575b6c1ab4a5ef84ffd9174f1209,/hawkbit-repository/hawkbit-repository-api/src/main/java/org/eclipse/hawkbit/repository/event/remote/entity/ActionCreatedEvent.java,23,25,https://github.com/eclipse/hawkbit/blob/51be28147f6f575b6c1ab4a5ef84ffd9174f1209/hawkbit-repository/hawkbit-repository-api/src/main/java/org/eclipse/hawkbit/repository/event/remote/entity/ActionCreatedEvent.java/#L23-L25,1
728,8,6250253,long method,none,28:44.7,function,org.eclipse.hawkbit.ui.utils.UINotification#displayWarning String,git@github.com:eclipse/hawkbit.git,51be28147f6f575b6c1ab4a5ef84ffd9174f1209,/hawkbit-ui/src/main/java/org/eclipse/hawkbit/ui/utils/UINotification.java,52,55,https://github.com/eclipse/hawkbit/blob/51be28147f6f575b6c1ab4a5ef84ffd9174f1209/hawkbit-ui/src/main/java/org/eclipse/hawkbit/ui/utils/UINotification.java/#L52-L55,1
737,10,6286234,long method,none,34:59.7,function,org.eclipse.jetty.start.BaseHome.BaseHome,git@github.com:eclipse/jetty.project.git,65528f76c5ef6ddca11385f9721c8f0bc5f2eed7,/jetty-start/src/main/java/org/eclipse/jetty/start/BaseHome.java,121,124,https://github.com/eclipse/jetty.project/blob/65528f76c5ef6ddca11385f9721c8f0bc5f2eed7/jetty-start/src/main/java/org/eclipse/jetty/start/BaseHome.java/#L121-L124,1
739,13,6298870,long method,none,38:44.3,function,org.eclipse.jetty.server.HttpConnection.SendCallback#toString,git@github.com:eclipse/jetty.project.git,65528f76c5ef6ddca11385f9721c8f0bc5f2eed7,/jetty-server/src/main/java/org/eclipse/jetty/server/HttpConnection.java,885,889,https://github.com/eclipse/jetty.project/blob/65528f76c5ef6ddca11385f9721c8f0bc5f2eed7/jetty-server/src/main/java/org/eclipse/jetty/server/HttpConnection.java/#L885-L889,1
740,13,6306007,long method,none,38:49.8,function,org.eclipse.leshan.core.node.ObjectLink#getObjectId,git@github.com:eclipse/leshan.git,eb75fc8b7d5560944e6d532f1a09d5e5c6e54559,/leshan-core/src/main/java/org/eclipse/leshan/core/node/ObjectLink.java,71,73,https://github.com/eclipse/leshan/blob/eb75fc8b7d5560944e6d532f1a09d5e5c6e54559/leshan-core/src/main/java/org/eclipse/leshan/core/node/ObjectLink.java/#L71-L73,1
743,10,6299837,long method,minor,40:51.0,function,org.eclipse.jetty.websocket.common.util.ReflectUtils.resolveGenericRef GenericRef|Class<?>|Type,git@github.com:eclipse/jetty.project.git,65528f76c5ef6ddca11385f9721c8f0bc5f2eed7,/jetty-websocket/websocket-common/src/main/java/org/eclipse/jetty/websocket/common/util/ReflectUtils.java,189,225,https://github.com/eclipse/jetty.project/blob/65528f76c5ef6ddca11385f9721c8f0bc5f2eed7/jetty-websocket/websocket-common/src/main/java/org/eclipse/jetty/websocket/common/util/ReflectUtils.java/#L189-L225,1
