sample_id	start_line	end_line	link	label	reviews
6246396	141	143	https://github.com/eclipse/hono/blob/ec84947227564c6459801f708bdeabd7687a8bf0/adapters/mqtt-vertx-base/src/main/java/org/eclipse/hono/adapter/mqtt/CommandSubscription.java/#L141-L143	non-smelly	['none']
6244944	265	286	https://github.com/eclipse/hono/blob/ec84947227564c6459801f708bdeabd7687a8bf0/services/device-registry/src/main/java/org/eclipse/hono/deviceregistry/FileBasedCredentialsService.java/#L265-L286	non-smelly	['none']
6244777	72	74	https://github.com/eclipse/hono/blob/ec84947227564c6459801f708bdeabd7687a8bf0/core/src/main/java/org/eclipse/hono/config/ServiceConfigProperties.java/#L72-L74	non-smelly	['none']
6247819	23	25	https://github.com/eclipse/hawkbit/blob/51be28147f6f575b6c1ab4a5ef84ffd9174f1209/hawkbit-repository/hawkbit-repository-api/src/main/java/org/eclipse/hawkbit/repository/event/remote/entity/ActionCreatedEvent.java/#L23-L25	non-smelly	['none']
6250253	52	55	https://github.com/eclipse/hawkbit/blob/51be28147f6f575b6c1ab4a5ef84ffd9174f1209/hawkbit-ui/src/main/java/org/eclipse/hawkbit/ui/utils/UINotification.java/#L52-L55	non-smelly	['minor', 'none', 'none']
6286234	121	124	https://github.com/eclipse/jetty.project/blob/65528f76c5ef6ddca11385f9721c8f0bc5f2eed7/jetty-start/src/main/java/org/eclipse/jetty/start/BaseHome.java/#L121-L124	non-smelly	['none']
6298870	885	889	https://github.com/eclipse/jetty.project/blob/65528f76c5ef6ddca11385f9721c8f0bc5f2eed7/jetty-server/src/main/java/org/eclipse/jetty/server/HttpConnection.java/#L885-L889	non-smelly	['none']
6306007	71	73	https://github.com/eclipse/leshan/blob/eb75fc8b7d5560944e6d532f1a09d5e5c6e54559/leshan-core/src/main/java/org/eclipse/leshan/core/node/ObjectLink.java/#L71-L73	non-smelly	['none']
6299837	189	225	https://github.com/eclipse/jetty.project/blob/65528f76c5ef6ddca11385f9721c8f0bc5f2eed7/jetty-websocket/websocket-common/src/main/java/org/eclipse/jetty/websocket/common/util/ReflectUtils.java/#L189-L225	smelly	['major', 'major', 'minor']
6312967	51	53	https://github.com/eclipse/kura/blob/5e9f3e3d03c8a9cc7857b3fb9080b256821bb32a/kura/examples/org.eclipse.kura.example.eddystone.scanner/src/main/java/org/eclipse/kura/example/eddystone/scanner/EddystoneScanner.java/#L51-L53	non-smelly	['none']
6328926	187	189	https://github.com/eclipse/kapua/blob/11e610c657f7e473b52882833e33a2261bd3d67d/console/module/api/src/main/java/org/eclipse/kapua/app/console/module/api/shared/model/session/GwtSession.java/#L187-L189	non-smelly	['none']
6328915	129	131	https://github.com/eclipse/kapua/blob/11e610c657f7e473b52882833e33a2261bd3d67d/console/module/api/src/main/java/org/eclipse/kapua/app/console/module/api/shared/model/session/GwtSession.java/#L129-L131	non-smelly	['none']
6328221	148	165	https://github.com/eclipse/kura/blob/5e9f3e3d03c8a9cc7857b3fb9080b256821bb32a/kura/org.eclipse.kura.web2/src/main/java/org/eclipse/kura/web/shared/GwtKuraException.java/#L148-L165	non-smelly	['none', 'none', 'none']
6329210	111	117	https://github.com/eclipse/kura/blob/5e9f3e3d03c8a9cc7857b3fb9080b256821bb32a/kura/org.eclipse.kura.core.cloud/src/main/java/org/eclipse/kura/core/cloud/subscriber/CloudSubscriberImpl.java/#L111-L117	non-smelly	['none']
6329948	203	212	https://github.com/eclipse/kapua/blob/11e610c657f7e473b52882833e33a2261bd3d67d/service/security/shiro/src/main/java/org/eclipse/kapua/service/authorization/group/shiro/GroupServiceImpl.java/#L203-L212	non-smelly	['major', 'none', 'none']
6329418	30	32	https://github.com/eclipse/kura/blob/5e9f3e3d03c8a9cc7857b3fb9080b256821bb32a/kura/org.eclipse.kura.api/src/main/java/org/eclipse/kura/bluetooth/le/beacon/AdvertisingReportRecord.java/#L30-L32	non-smelly	['none']
6340833	75	79	https://github.com/eclipse/lsp4j/blob/513a1dd2236c6495e600f644182c16b3cf19dbb2/org.eclipse.lsp4j.debug/src/main/xtend-gen/org/eclipse/lsp4j/debug/ThreadsResponse.java/#L75-L79	non-smelly	['none']
6310723	107	120	https://github.com/eclipse/kura/blob/5e9f3e3d03c8a9cc7857b3fb9080b256821bb32a/kura/org.eclipse.kura.core/src/main/java/org/eclipse/kura/core/ssl/ConnectionSslOptions.java/#L107-L120	non-smelly	['minor', 'none', 'none']
6341238	40	49	https://github.com/eclipse/lsp4j/blob/513a1dd2236c6495e600f644182c16b3cf19dbb2/org.eclipse.lsp4j/src/main/xtend-gen/org/eclipse/lsp4j/adapters/VersionedTextDocumentIdentifierTypeAdapter.java/#L40-L49	non-smelly	['minor', 'none', 'none']
6382923	150	161	https://github.com/eclipse/eclipse.platform.ui/blob/e3bbb556534a1fb945e1036948325d14a8dd9c7a/bundles/org.eclipse.ui.ide/src/org/eclipse/ui/internal/ide/ChooseWorkspaceData.java/#L150-L161	non-smelly	['none']
6311678	489	493	https://github.com/eclipse/kapua/blob/11e610c657f7e473b52882833e33a2261bd3d67d/qa-steps/src/main/java/org/eclipse/kapua/service/device/steps/DeviceServiceSteps.java/#L489-L493	non-smelly	['none']
6427864	404	414	https://github.com/eclipse/eclipse.platform.ui/blob/e3bbb556534a1fb945e1036948325d14a8dd9c7a/bundles/org.eclipse.ui.forms/src/org/eclipse/ui/internal/forms/widgets/FormUtil.java/#L404-L414	non-smelly	['minor', 'none', 'none']
6427329	125	130	https://github.com/eclipse/eclipse.platform.ui/blob/e3bbb556534a1fb945e1036948325d14a8dd9c7a/bundles/org.eclipse.ui.navigator/src/org/eclipse/ui/internal/navigator/VisibilityAssistant.java/#L125-L130	non-smelly	['none']
6427968	174	177	https://github.com/eclipse/eclipse.platform.ui/blob/e3bbb556534a1fb945e1036948325d14a8dd9c7a/tests/org.eclipse.ui.tests/Eclipse UI Tests/org/eclipse/ui/tests/dialogs/UIMessageDialogs.java/#L174-L177	non-smelly	['none']
6431408	63	63	https://github.com/eclipse/milo/blob/e752e540d31eb3c226e6e79dd197c54d7d254685/opc-ua-stack/stack-core/src/main/java/org/eclipse/milo/opcua/stack/core/types/structured/BrowseDescription.java/#L63-L63	non-smelly	['none']
6435518	54	55	https://github.com/eclipse/milo/blob/e752e540d31eb3c226e6e79dd197c54d7d254685/opc-ua-stack/stack-core/src/main/java/org/eclipse/milo/opcua/stack/core/types/structured/QueryNextResponse.java/#L54-L55	non-smelly	['none']
6442583	651	716	https://github.com/eclipse/orion.server/blob/24624b85e0d543e8f3cea2bc30f3f589b37de4f0/bundles/org.eclipse.orion.server.cf/src/org/eclipse/orion/server/cf/loggregator/LoggregatorMessage.java/#L651-L716	non-smelly	['major', 'none', 'none']
6457553	550	568	https://github.com/eclipse/packagedrone/blob/3869c1643cdc6f7cb8b26097a7b6994683b13d7e/bundles/org.apache.jasper.glassfish/src/org/apache/jasper/compiler/ParserController.java/#L550-L568	non-smelly	['none']
6458156	32	35	https://github.com/eclipse/packagedrone/blob/3869c1643cdc6f7cb8b26097a7b6994683b13d7e/bundles/org.eclipse.packagedrone.utils.gson/src/org/eclipse/packagedrone/utils/gson/InstantTypeAdapter.java/#L32-L35	non-smelly	['none']
6457258	148	186	https://github.com/eclipse/openj9/blob/4911084853eb75b20e037c434ad4521b7317ebfb/jcl/src/java.management/share/classes/com/ibm/java/lang/management/internal/LoggingMXBeanImpl.java/#L148-L186	non-smelly	['none', 'minor', 'none']
6459500	24	29	https://github.com/eclipse/packagedrone/blob/3869c1643cdc6f7cb8b26097a7b6994683b13d7e/bundles/org.tukani.xz/src/org/tukaani/xz/rangecoder/RangeDecoderFromBuffer.java/#L24-L29	non-smelly	['none']
6424791	97	115	https://github.com/eclipse/eclipse.platform.ui/blob/e3bbb556534a1fb945e1036948325d14a8dd9c7a/bundles/org.eclipse.ui.workbench/Eclipse UI/org/eclipse/ui/handlers/ShowViewHandler.java/#L97-L115	non-smelly	['none']
6457764	71	76	https://github.com/eclipse/packagedrone/blob/3869c1643cdc6f7cb8b26097a7b6994683b13d7e/bundles/org.eclipse.equinox.jsp.jasper/src/org/eclipse/equinox/internal/jsp/jasper/Activator.java/#L71-L76	non-smelly	['minor', 'none', 'none']
6487817	70	72	https://github.com/eclipse/openj9/blob/4911084853eb75b20e037c434ad4521b7317ebfb/debugtools/DDR_VM/src/com/ibm/j9ddr/vm29/types/U32.java/#L70-L72	non-smelly	['minor', 'none', 'none']
6491821	50	52	https://github.com/eclipse/rdf4j/blob/6f63df540e30b28e0c8880bea72f85cb88424b03/rio/api/src/main/java/org/eclipse/rdf4j/rio/helpers/BufferedGroupingRDFHandler.java/#L50-L52	non-smelly	['none']
6492213	27	29	https://github.com/eclipse/rdf4j/blob/6f63df540e30b28e0c8880bea72f85cb88424b03/queryalgebra-model/src/main/java/org/eclipse/rdf4j/query/algebra/IRIFunction.java/#L27-L29	non-smelly	['none']
6502815	27	29	https://github.com/eclipse/rdf4j/blob/6f63df540e30b28e0c8880bea72f85cb88424b03/http/client/src/main/java/org/eclipse/rdf4j/http/client/QueueCursor.java/#L27-L29	non-smelly	['none']
6458150	70	73	https://github.com/eclipse/packagedrone/blob/3869c1643cdc6f7cb8b26097a7b6994683b13d7e/bundles/org.eclipse.packagedrone.sec.service.apm/src/org/eclipse/packagedrone/sec/service/apm/model/UserWriteModel.java/#L70-L73	non-smelly	['none']
6486798	303	321	https://github.com/eclipse/openj9/blob/4911084853eb75b20e037c434ad4521b7317ebfb/debugtools/DDR_VM/src/com/ibm/j9ddr/corereaders/memory/MemorySourceTable.java/#L303-L321	non-smelly	['none']
6515617	67	99	https://github.com/eclipse/tycho/blob/913062f90a6bad5c8c2b57c77111a52e698105d5/tycho-surefire/org.eclipse.tycho.surefire.osgibooter/src/main/java/org/eclipse/tycho/surefire/osgibooter/AbstractUITestApplication.java/#L67-L99	non-smelly	['none', 'none']
6513603	32	35	https://github.com/eclipse/tycho/blob/913062f90a6bad5c8c2b57c77111a52e698105d5/tycho-bundles/org.eclipse.tycho.p2.tools.impl/src/main/java/org/eclipse/tycho/p2/tools/publisher/ProductVersionExpansionRun.java/#L32-L35	non-smelly	['none']
6518475	136	138	https://github.com/eclipse/vorto/blob/93919469e598ec07fed134536b901efd25cf674f/plugin-sdk/plugin-generator/generator-api/src/main/java/org/eclipse/vorto/codegen/testutils/ZipDiff.java/#L136-L138	non-smelly	['none']
6515344	144	147	https://github.com/eclipse/tycho/blob/913062f90a6bad5c8c2b57c77111a52e698105d5/tycho-bundles/org.eclipse.tycho.p2.maven.repository/src/main/java/org/eclipse/tycho/repository/p2base/metadata/ImmutableInMemoryMetadataRepository.java/#L144-L147	non-smelly	['none']
6521680	93	96	https://github.com/eclipse/smarthome/blob/b8455de15d65512e8fac4e94d42de6ab2fccf1c5/bundles/core/org.eclipse.smarthome.core/src/main/java/org/eclipse/smarthome/core/service/ReadyMarker.java/#L93-L96	non-smelly	['none']
6533221	278	287	https://github.com/eclipse/smarthome/blob/b8455de15d65512e8fac4e94d42de6ab2fccf1c5/bundles/automation/org.eclipse.smarthome.automation.providers/src/main/java/org/eclipse/smarthome/automation/internal/core/provider/AutomationResourceBundlesTracker.java/#L278-L287	non-smelly	['minor', 'none', 'none']
6493734	141	146	https://github.com/eclipse/reddeer/blob/59e55d29fc60a672d79df1ad1578badb8a2f8693/plugins/org.eclipse.reddeer.eclipse/src/org/eclipse/reddeer/eclipse/jdt/ui/preferences/BuildPathsPropertyPage.java/#L141-L146	non-smelly	['none']
6536605	127	133	https://github.com/eclipse/smarthome/blob/b8455de15d65512e8fac4e94d42de6ab2fccf1c5/bundles/io/org.eclipse.smarthome.io.net/src/main/java/org/eclipse/smarthome/io/net/http/HttpUtil.java/#L127-L133	non-smelly	['major', 'none', 'none']
6547794	1931	1935	https://github.com/eclipse/rap/blob/6295da95d01da6669c91bd4b058db9b89f35abaf/bundles/org.eclipse.rap.ui.workbench/Eclipse UI/org/eclipse/ui/internal/Workbench.java/#L1931-L1935	smelly	['minor', 'minor']
6537117	1318	1325	https://github.com/eclipse/smarthome/blob/b8455de15d65512e8fac4e94d42de6ab2fccf1c5/extensions/binding/org.eclipse.smarthome.binding.digitalstrom/src/main/java/org/eclipse/smarthome/binding/digitalstrom/internal/lib/structure/devices/impl/DeviceImpl.java/#L1318-L1325	non-smelly	['none']
6546622	1703	1705	https://github.com/eclipse/n4js/blob/f715912fce0352ab574ff878086f77d17a78c908/plugins/org.eclipse.n4js.semver/src-gen/org/eclipse/n4js/semver/services/SemverGrammarAccess.java/#L1703-L1705	non-smelly	['none']
6533723	59	61	https://github.com/eclipse/smarthome/blob/b8455de15d65512e8fac4e94d42de6ab2fccf1c5/bundles/core/org.eclipse.smarthome.core.thing/src/main/java/org/eclipse/smarthome/core/thing/internal/profiles/ProfileTypeRegistryImpl.java/#L59-L61	non-smelly	['none']
6548279	193	195	https://github.com/eclipse/rap/blob/6295da95d01da6669c91bd4b058db9b89f35abaf/bundles/org.eclipse.rap.rwt/widgetkits/org/eclipse/swt/internal/widgets/treeitemkit/TreeItemLCA.java/#L193-L195	non-smelly	['none']
6553535	56	60	https://github.com/eclipse/rap/blob/6295da95d01da6669c91bd4b058db9b89f35abaf/bundles/org.eclipse.rap.ui.views/src/org/eclipse/ui/views/properties/ComboBoxPropertyDescriptor.java/#L56-L60	non-smelly	['none']
6552410	263	270	https://github.com/eclipse/rap/blob/6295da95d01da6669c91bd4b058db9b89f35abaf/bundles/org.eclipse.rap.rwt/src/org/eclipse/swt/widgets/Menu.java/#L263-L270	non-smelly	['none']
6563346	95	105	https://github.com/eclipse/rap/blob/6295da95d01da6669c91bd4b058db9b89f35abaf/bundles/org.eclipse.rap.ui.workbench/Eclipse UI/org/eclipse/ui/internal/decorators/DecoratorRegistryReader.java/#L95-L105	non-smelly	['none']
6579063	83	87	https://github.com/eclipse/rap/blob/6295da95d01da6669c91bd4b058db9b89f35abaf/tests/org.eclipse.rap.ui.tests/Eclipse UI Tests/org/eclipse/ui/tests/decorators/DecoratorEnablementTestCase.java/#L83-L87	non-smelly	['none']
6579891	727	729	https://github.com/eclipse/rap/blob/6295da95d01da6669c91bd4b058db9b89f35abaf/bundles/org.eclipse.rap.ui.workbench/Eclipse UI/org/eclipse/ui/internal/PageLayout.java/#L727-L729	non-smelly	['none']
6578382	1210	1227	https://github.com/eclipse/xtext-web/blob/ff7aa71dbdf9f1abf4cf3e3911c17707293dfe49/org.eclipse.xtext.web.example.entities.ide/src-gen/org/eclipse/xtext/web/example/entities/ide/contentassist/antlr/internal/InternalEntitiesLexer.java/#L1210-L1227	non-smelly	['none']
6563293	105	108	https://github.com/eclipse/rap/blob/6295da95d01da6669c91bd4b058db9b89f35abaf/bundles/org.eclipse.rap.rwt/src/org/eclipse/swt/custom/SashFormLayout.java/#L105-L108	non-smelly	['none']
6579602	60631	60671	https://github.com/eclipse/xtext-web/blob/ff7aa71dbdf9f1abf4cf3e3911c17707293dfe49/org.eclipse.xtext.web.example.entities.ide/src-gen/org/eclipse/xtext/web/example/entities/ide/contentassist/antlr/internal/InternalEntitiesParser.java/#L60631-L60671	non-smelly	['none']
6623499	21	23	https://github.com/epam/Wilma/blob/af271176f7847d06512b62ed8f1a4a0e7fd8b10a/browsermob-proxy/src/main/java/net/lightbody/bmp/core/har/HarPostData.java/#L21-L23	non-smelly	['none']
6623370	60	62	https://github.com/epam/Wilma/blob/af271176f7847d06512b62ed8f1a4a0e7fd8b10a/wilma-application/modules/wilma-core/src/main/java/com/epam/wilma/core/processor/entity/Base64DecoderProcessor.java/#L60-L62	non-smelly	['none']
6606189	83	98	https://github.com/epam/NGB/blob/340504529fc576eeec92fbae636e437ce486cc4a/server/catgenome/src/main/java/com/epam/catgenome/entity/track/Track.java/#L83-L98	non-smelly	['none']
6624087	181	184	https://github.com/Esri/arcgis-runtime-samples-java/blob/c7a0b309586495ff9cc9dbed129e411943547793/src/main/java/com/esri/samples/map/manage_bookmarks/ManageBookmarksSample.java/#L181-L184	non-smelly	['none']
6632662	104	107	https://github.com/Esri/geoportal-server-harvester/blob/b8c69260e3d6ec10df6514c201219e690cfba048/geoportal-SDK/geoportal-harvester-api-base/src/main/java/com/esri/geoportal/harvester/api/base/DataReferenceWrapper.java/#L104-L107	non-smelly	['none']
6633155	25	35	https://github.com/Esri/geoportal-server-harvester/blob/b8c69260e3d6ec10df6514c201219e690cfba048/geoportal-commons/geoportal-commons-dcat-client/src/main/java/com/esri/geoportal/commons/dcat/client/json/JsonAttributes.java/#L25-L35	non-smelly	['none']
6632851	46	49	https://github.com/Esri/geoportal-server-harvester/blob/b8c69260e3d6ec10df6514c201219e690cfba048/geoportal-commons/geoportal-commons-dcat-client/src/main/java/com/esri/geoportal/commons/dcat/client/adaptors/DcatDistributionAdaptor.java/#L46-L49	non-smelly	['none']
6732424	64	66	https://github.com/eclipse/webtools.sourceediting/blob/fe6d03fa6ca31c9e5ebeba67b32f14d14335657d/web/bundles/org.eclipse.jst.jsp.core/src/org/eclipse/jst/jsp/core/internal/java/jspel/SimpleNode.java/#L64-L66	non-smelly	['none']
6164700	46	58	https://github.com/eclipse/che/blob/c5498c2ac562cd8a2fc79a6bb0446d291f05a201/plugins/plugin-java/che-plugin-java-ext-lang-client/src/main/java/org/eclipse/che/ide/ext/java/client/search/UsagesNode.java/#L46-L58	non-smelly	['none']
6564535	2900	3001	https://github.com/eclipse/rap/blob/6295da95d01da6669c91bd4b058db9b89f35abaf/bundles/org.eclipse.rap.ui.workbench/Eclipse UI/org/eclipse/ui/internal/dialogs/CustomizePerspectiveDialog.java/#L2900-L3001	smelly	['minor', 'minor', 'none']
