sample_id	start_line	end_line	link	label	reviews
5875400	33	84	https://github.com/apache/usergrid/blob/ac1e6e4035f9307b871478ed47246cf92cfd5f7f/stack/corepersistence/graph/src/main/java/org/apache/usergrid/persistence/graph/SearchByEdgeType.java/#L33-L84	non-smelly	['none']
5884892	55	450	https://github.com/apache/usergrid/blob/ac1e6e4035f9307b871478ed47246cf92cfd5f7f/stack/core/src/main/java/org/apache/usergrid/batch/service/JobSchedulerService.java/#L55-L450	smelly	['major', 'major', 'none']
5894781	28	29	https://github.com/apache/webservices-xmlschema/blob/f189e891c88298f52f92cfe8f24dccb809e05607/xmlschema-core/src/main/java/org/apache/ws/commons/schema/XmlSchemaChoiceMember.java/#L28-L29	non-smelly	['none']
5894436	20	22	https://github.com/apache/usergrid/blob/ac1e6e4035f9307b871478ed47246cf92cfd5f7f/stack/services/src/main/java/org/apache/usergrid/security/shiro/credentials/AdminUserCredentials.java/#L20-L22	non-smelly	['none']
5898336	32	50	https://github.com/apache/xml-graphics-commons/blob/dabbb28ff2d80efad587b84b16c73f54379cd514/src/main/java/org/apache/xmlgraphics/java2d/AbstractGraphicsConfiguration.java/#L32-L50	non-smelly	['none']
5870863	30	109	https://github.com/apache/uima-uimaj/blob/e79c33b5a3e4c25afb407e68e98df1829a68e5a7/uimaj-core/src/main/java/org/apache/uima/cas/impl/ShortArrayFSImpl.java/#L30-L109	non-smelly	['none']
5905362	29	285	https://github.com/apache/xalan-j/blob/cba6d7fe7e93defecb98d155e2a780f8a3f1fbaa/src/org/apache/xalan/xsltc/runtime/ErrorMessages_zh.java/#L29-L285	non-smelly	['none']
5905498	32	84	https://github.com/apache/xalan-j/blob/cba6d7fe7e93defecb98d155e2a780f8a3f1fbaa/src/org/apache/xalan/lib/ExsltBase.java/#L32-L84	non-smelly	['none']
5938889	46	258	https://github.com/apache/zookeeper/blob/07c3aaf3d723fb3144c0aedc0c2b655325df70e9/zookeeper-contrib/zookeeper-contrib-zooinspector/src/main/java/org/apache/zookeeper/inspector/gui/ZooInspectorPanel.java/#L46-L258	smelly	['minor', 'minor']
5935402	25	123	https://github.com/apache/zeppelin/blob/4219d552349f8f7f3e6de34505b8a8ae9835f98b/spark/interpreter/src/main/java/org/apache/zeppelin/spark/SparkVersion.java/#L25-L123	non-smelly	['none', 'none', 'none', 'none']
5971146	483	488	https://github.com/apache/tomee/blob/d21933b313aff812fe5188b57bf572a9ad649148/itests/failover/src/main/java/org/apache/openejb/server/control/StandaloneServer.java/#L483-L488	non-smelly	['none']
6002683	30	170	https://github.com/apache/wss4j/blob/5c2cbd7e7377296edab02ab79fc98b84fb47f825/policy/src/main/java/org/apache/wss4j/policy/model/Trust13.java/#L30-L170	non-smelly	['none', 'minor', 'none']
6005399	77	219	https://github.com/apache/wss4j/blob/5c2cbd7e7377296edab02ab79fc98b84fb47f825/bindings/src/main/java/org/apache/wss4j/binding/wsu10/TimestampType.java/#L77-L219	non-smelly	['none', 'none', 'none', 'minor']
6009975	19	21	https://github.com/cloudfoundry/java-buildpack-dependency-builder/blob/d15085bcf74312af19ad40bee847e43c3b4e32ee/resources/pivotal-network-resource/src/main/java/org/cloudfoundry/dependency/resource/pivotalnetwork/PivotalNetworkInParams.java/#L19-L21	non-smelly	['none']
6009432	28	145	https://github.com/baidu/Jprotobuf-rpc-socket/blob/4422e24c725eaf1f76646f674718bcc8750a4e1d/jprotobuf-rpc-core/src/main/java/com/baidu/jprotobuf/pbrpc/ErrorDataException.java/#L28-L145	non-smelly	['none', 'none', 'none', 'none', 'none']
6012953	33	61	https://github.com/cloudfoundry/cf-java-client/blob/6fabcf647302158b638cf2c44cee389e1df9b964/cloudfoundry-client/src/main/java/org/cloudfoundry/client/v2/applications/_ApplicationInstancesResponse.java/#L33-L61	non-smelly	['none']
6133656	32	213	https://github.com/eclipse/dltk.core/blob/ff5ee79db0c2234347cb3f956de9b31047f43613/core/plugins/org.eclipse.dltk.debug.ui/src/org/eclipse/dltk/debug/ui/preferences/dialogs/CreateStepFilterDialog.java/#L32-L213	smelly	['minor', 'minor', 'none']
6025409	75	81	https://github.com/eclipse/buildship/blob/3111a7a9fe3e22d6123366686874ecd42aa2a53a/org.eclipse.buildship.core/src/main/java/org/eclipse/buildship/core/internal/launch/LaunchConfigurationScope.java/#L75-L81	non-smelly	['none']
6073506	21	31	https://github.com/eclipse/ditto/blob/7fec826b94f3711f6c6ef6be1685b60bd1a8ccb5/services/things/persistence/src/main/java/org/eclipse/ditto/services/things/persistence/actors/strategies/events/AttributesDeletedStrategy.java/#L21-L31	non-smelly	['none']
6079026	57	319	https://github.com/eclipse/ditto/blob/7fec826b94f3711f6c6ef6be1685b60bd1a8ccb5/services/concierge/enforcement/src/main/java/org/eclipse/ditto/services/concierge/enforcement/LiveSignalEnforcement.java/#L57-L319	smelly	['critical', 'critical']
6115582	803	812	https://github.com/eclipse/eclipse-collections/blob/fa40c9aadbd36fb08f05a60b200e92ace40a7bfd/eclipse-collections/src/main/java/org/eclipse/collections/impl/block/factory/Functions.java/#L803-L812	non-smelly	['none']
6178268	21	36	https://github.com/eclipse/egit/blob/45c1839348e50f1835a3f76e306af8d1a190d617/org.eclipse.egit.ui.test/src/org/eclipse/egit/ui/common/SharingWizard.java/#L21-L36	non-smelly	['none']
6179479	22	24	https://github.com/eclipse/che/blob/c5498c2ac562cd8a2fc79a6bb0446d291f05a201/plugins/plugin-languageserver/che-plugin-languageserver-ide/src/main/java/org/eclipse/che/api/languageserver/util/JsonSerializable.java/#L22-L24	non-smelly	['none']
6181780	16	29	https://github.com/eclipse/che/blob/c5498c2ac562cd8a2fc79a6bb0446d291f05a201/wsagent/che-core-api-project-shared/src/main/java/org/eclipse/che/api/project/shared/dto/event/FileStateUpdateDto.java/#L16-L29	non-smelly	['none']
6183095	19	47	https://github.com/eclipse/che/blob/c5498c2ac562cd8a2fc79a6bb0446d291f05a201/ide/che-core-ide-api/src/main/java/org/eclipse/che/ide/api/workspace/event/MachineStoppedEvent.java/#L19-L47	non-smelly	['none', 'none', 'none']
6191838	30	46	https://github.com/eclipse/egit/blob/45c1839348e50f1835a3f76e306af8d1a190d617/org.eclipse.egit.ui/src/org/eclipse/egit/ui/internal/synchronize/action/ExpandAllModelAction.java/#L30-L46	non-smelly	['none']
6192975	29	88	https://github.com/eclipse/che/blob/c5498c2ac562cd8a2fc79a6bb0446d291f05a201/ide/che-core-ide-app/src/main/java/org/eclipse/che/ide/actions/GoIntoAction.java/#L29-L88	smelly	['minor', 'minor', 'minor']
6197424	19	98	https://github.com/eclipse/che/blob/c5498c2ac562cd8a2fc79a6bb0446d291f05a201/infrastructures/docker/docker-client/src/main/java/org/eclipse/che/infrastructure/docker/client/json/network/Ipam.java/#L19-L98	non-smelly	['none', 'none', 'none', 'none']
6207228	22	103	https://github.com/eclipse/che/blob/c5498c2ac562cd8a2fc79a6bb0446d291f05a201/ide/che-core-ide-api/src/main/java/org/eclipse/che/ide/api/editor/partition/ConstantPartitioner.java/#L22-L103	non-smelly	['none', 'none', 'none', 'none']
6213525	17	39	https://github.com/eclipse/che/blob/c5498c2ac562cd8a2fc79a6bb0446d291f05a201/plugins/plugin-testing/che-plugin-testing-ide/src/main/java/org/eclipse/che/plugin/testing/ide/model/info/SuiteInProgressInfo.java/#L17-L39	non-smelly	['none']
6216254	32	307	https://github.com/eclipse/elk/blob/9a87764f00d863463b1be6de1920d8aa3c3ade70/plugins/org.eclipse.elk.core.meta/src-gen/org/eclipse/elk/core/meta/metaData/impl/MetaDataFactoryImpl.java/#L32-L307	smelly	['major', 'none', 'minor', 'minor']
6221911	15	39	https://github.com/eclipse/gemoc-studio/blob/99cf126ad7fe233453b43e14bae906c3fe491462/commons/plugins/gexpressions/org.eclipse.gemoc.gexpressions/src/org/eclipse/gemoc/gexpressions/utils/GExpressionsHelper.java/#L15-L39	non-smelly	['none']
6235781	47	190	https://github.com/eclipse/gef/blob/8f2649b90ab14a1bb010188036d4eedf7586e123/org.eclipse.gef.mvc.tests.fx/src/org/eclipse/gef/mvc/tests/fx/ResizePolicyTests.java/#L47-L190	non-smelly	['none']
6239751	37	169	https://github.com/eclipse/elk/blob/9a87764f00d863463b1be6de1920d8aa3c3ade70/plugins/org.eclipse.elk.alg.mrtree/src/org/eclipse/elk/alg/mrtree/p2order/NodeOrderer.java/#L37-L169	smelly	['minor', 'major', 'none', 'major']
6245494	22	139	https://github.com/eclipse/hono/blob/ec84947227564c6459801f708bdeabd7687a8bf0/core/src/main/java/org/eclipse/hono/config/SignatureSupportingConfigProperties.java/#L22-L139	non-smelly	['none', 'minor', 'none', 'none']
6257015	75	90	https://github.com/eclipse/hawkbit/blob/51be28147f6f575b6c1ab4a5ef84ffd9174f1209/hawkbit-core/src/main/java/org/eclipse/hawkbit/HawkbitServerProperties.java/#L75-L90	non-smelly	['none', 'none', 'none', 'none']
6263358	25	303	https://github.com/eclipse/ice/blob/3f6e0265f5b476ff90a660397ce83992944142c4/org.eclipse.ice.reactor.plant/src/org/eclipse/ice/reactor/plant/Subchannel.java/#L25-L303	non-smelly	['none', 'major', 'none']
6267409	58	102	https://github.com/eclipse/jgit/blob/00523f38a19b073990239b0f837efa14197764c7/org.eclipse.jgit.ssh.apache/src/org/eclipse/jgit/internal/transport/sshd/JGitHostConfigEntry.java/#L58-L102	non-smelly	['none']
6328141	14	45	https://github.com/eclipse/kapua/blob/11e610c657f7e473b52882833e33a2261bd3d67d/qa-steps/src/main/java/org/eclipse/kapua/service/datastore/steps/TestTopic.java/#L14-L45	non-smelly	['none']
6328547	22	25	https://github.com/eclipse/kapua/blob/11e610c657f7e473b52882833e33a2261bd3d67d/message/internal/src/main/java/org/eclipse/kapua/message/internal/device/lifecycle/KapuaAppsMessageImpl.java/#L22-L25	non-smelly	['none']
6306158	32	114	https://github.com/eclipse/leshan/blob/eb75fc8b7d5560944e6d532f1a09d5e5c6e54559/leshan-server-cf/src/main/java/org/eclipse/leshan/server/californium/ObserveUtil.java/#L32-L114	smelly	['minor', 'minor']
6329919	60	442	https://github.com/eclipse/kapua/blob/11e610c657f7e473b52882833e33a2261bd3d67d/service/security/shiro/src/main/java/org/eclipse/kapua/service/authentication/credential/shiro/CredentialServiceImpl.java/#L60-L442	smelly	['critical', 'major', 'none', 'major']
6350501	45	2342	https://github.com/eclipse/linuxtools/blob/11865e6e7d86a9d2e63c7b25605f6055875e63ad/systemtap/org.eclipse.linuxtools.systemtap.ui.ide/src/org/eclipse/linuxtools/internal/systemtap/ui/ide/editors/stp/STPIndenter.java/#L45-L2342	smelly	['major', 'minor', 'critical', 'major']
6312810	28	51	https://github.com/eclipse/kapua/blob/11e610c657f7e473b52882833e33a2261bd3d67d/service/job/internal/src/main/java/org/eclipse/kapua/service/job/execution/internal/JobExecutionFactoryImpl.java/#L28-L51	non-smelly	['none']
6340836	34	42	https://github.com/eclipse/lsp4j/blob/513a1dd2236c6495e600f644182c16b3cf19dbb2/org.eclipse.lsp4j.jsonrpc/src/main/java/org/eclipse/lsp4j/jsonrpc/json/adapters/JsonElementTypeAdapter.java/#L34-L42	non-smelly	['none']
6424683	26	34	https://github.com/eclipse/eclipse.platform.ui/blob/e3bbb556534a1fb945e1036948325d14a8dd9c7a/bundles/org.eclipse.jface/src/org/eclipse/jface/window/IShellProvider.java/#L26-L34	non-smelly	['none']
6392412	21	63	https://github.com/eclipse/nebula.widgets.nattable/blob/02b4aba0e0b6998077b40e7d3f892743f7005023/org.eclipse.nebula.widgets.nattable.core.test/src/org/eclipse/nebula/widgets/nattable/viewport/ViewportLayerTest2.java/#L21-L63	non-smelly	['none']
6357053	671	699	https://github.com/eclipse/m2e-core/blob/7400bf563885fdf122aaccf356c398a0a9120ffa/org.eclipse.m2e.launching/src/org/eclipse/m2e/ui/internal/launch/MavenLaunchMainTab.java/#L671-L699	non-smelly	['none']
6427227	23	30	https://github.com/eclipse/eclipse.platform.ui/blob/e3bbb556534a1fb945e1036948325d14a8dd9c7a/bundles/org.eclipse.ui.navigator/src/org/eclipse/ui/internal/navigator/sorters/SkeletonViewerSorter.java/#L23-L30	non-smelly	['none']
6432897	3	4	https://github.com/eclipse/milo/blob/e752e540d31eb3c226e6e79dd197c54d7d254685/opc-ua-sdk/sdk-server/src/main/java/org/eclipse/milo/opcua/sdk/server/model/types/objects/SystemOffNormalAlarmType.java/#L3-L4	non-smelly	['none']
6385711	43	215	https://github.com/eclipse/eclipse.platform.ui/blob/e3bbb556534a1fb945e1036948325d14a8dd9c7a/bundles/org.eclipse.jface.databinding/src/org/eclipse/jface/databinding/viewers/ObservableSetTreeContentProvider.java/#L43-L215	non-smelly	['none']
6412439	25	168	https://github.com/eclipse/eclipse.platform.ui/blob/e3bbb556534a1fb945e1036948325d14a8dd9c7a/bundles/org.eclipse.ui.workbench/Eclipse UI/org/eclipse/ui/internal/themes/ThemeElementDefinition.java/#L25-L168	non-smelly	['none']
6452606	277	319	https://github.com/eclipse/openj9/blob/4911084853eb75b20e037c434ad4521b7317ebfb/jcl/src/openj9.dtfj/share/classes/com/ibm/dtfj/phd/PHDJavaHeap.java/#L277-L319	non-smelly	['none']
6458155	26	59	https://github.com/eclipse/packagedrone/blob/3869c1643cdc6f7cb8b26097a7b6994683b13d7e/bundles/org.eclipse.packagedrone.utils.gson/src/org/eclipse/packagedrone/utils/gson/InstantTypeAdapter.java/#L26-L59	non-smelly	['none']
6446491	21	33	https://github.com/eclipse/milo/blob/e752e540d31eb3c226e6e79dd197c54d7d254685/opc-ua-sdk/sdk-server/src/main/java/org/eclipse/milo/opcua/sdk/server/model/nodes/objects/TripAlarmNode.java/#L21-L33	non-smelly	['none']
6466237	19	46	https://github.com/eclipse/packagedrone/blob/3869c1643cdc6f7cb8b26097a7b6994683b13d7e/bundles/org.eclipse.packagedrone.web/src/org/eclipse/packagedrone/web/controller/validator/FormDataValidator.java/#L19-L46	non-smelly	['none']
6445346	236	266	https://github.com/eclipse/orion.server/blob/24624b85e0d543e8f3cea2bc30f3f589b37de4f0/bundles/org.yaml.snakeyaml/src/org/yaml/snakeyaml/constructor/SafeConstructor.java/#L236-L266	non-smelly	['none']
6464947	631	655	https://github.com/eclipse/openj9/blob/4911084853eb75b20e037c434ad4521b7317ebfb/jcl/src/openj9.traceformat/share/classes/com/ibm/jvm/format/Util.java/#L631-L655	non-smelly	['none', 'none', 'none']
6493535	31	129	https://github.com/eclipse/rdf4j/blob/6f63df540e30b28e0c8880bea72f85cb88424b03/queryparser/sparql/src/main/java/org/eclipse/rdf4j/query/parser/sparql/BaseDeclProcessor.java/#L31-L129	smelly	['minor', 'minor']
6494643	20	29	https://github.com/eclipse/reddeer/blob/59e55d29fc60a672d79df1ad1578badb8a2f8693/plugins/org.eclipse.reddeer.eclipse/src/org/eclipse/reddeer/eclipse/ui/perspectives/PluginDevelopmentPerspective.java/#L20-L29	non-smelly	['none']
6503132	21	51	https://github.com/eclipse/reddeer/blob/59e55d29fc60a672d79df1ad1578badb8a2f8693/plugins/org.eclipse.reddeer.recorder/src/main/java/org/eclipse/reddeer/swt/generator/framework/rules/complex/CTabWorkbenchFilterComplexRule.java/#L21-L51	non-smelly	['none']
6511935	57	288	https://github.com/eclipse/triquetrum/blob/e4c5834ce3d68bd97820157d426a427dfe8e2a9b/plugins/editor/org.eclipse.triquetrum.workflow.editor/src/main/java/org/eclipse/triquetrum/workflow/editor/features/ActorAddFeature.java/#L57-L288	smelly	['minor', 'major', 'none', 'minor']
6470701	29	129	https://github.com/eclipse/openj9/blob/4911084853eb75b20e037c434ad4521b7317ebfb/jcl/src/java.base/share/classes/java/lang/invoke/IndirectHandle.java/#L29-L129	non-smelly	['none']
6519143	37	72	https://github.com/eclipse/vorto/blob/93919469e598ec07fed134536b901efd25cf674f/repository/repository-importer/importer-ipso/src/main/java/org/eclipse/vorto/repository/importer/ipso/ObjectFactory.java/#L37-L72	non-smelly	['none', 'none', 'none']
6522495	25	62	https://github.com/eclipse/smarthome/blob/b8455de15d65512e8fac4e94d42de6ab2fccf1c5/bundles/core/org.eclipse.smarthome.core.audio/src/main/java/org/eclipse/smarthome/core/audio/ByteArrayAudioStream.java/#L25-L62	non-smelly	['none']
6546542	36478	36479	https://github.com/eclipse/n4js/blob/f715912fce0352ab574ff878086f77d17a78c908/plugins/org.eclipse.n4js.ui/src-gen/org/eclipse/n4js/ui/editor/syntaxcoloring/InternalN4JSParser.java/#L36478-L36479	non-smelly	['none']
6535592	28	66	https://github.com/eclipse/smarthome/blob/b8455de15d65512e8fac4e94d42de6ab2fccf1c5/bundles/model/org.eclipse.smarthome.model.script/src/org/eclipse/smarthome/model/script/actions/Ping.java/#L28-L66	non-smelly	['none']
6548259	16	20	https://github.com/eclipse/rap/blob/6295da95d01da6669c91bd4b058db9b89f35abaf/bundles/org.eclipse.rap.rwt/src/org/eclipse/rap/rwt/internal/client/ConnectionMessages.java/#L16-L20	non-smelly	['none', 'none', 'none']
6520782	37	107	https://github.com/eclipse/vorto/blob/93919469e598ec07fed134536b901efd25cf674f/plugin-sdk/plugin-generator/generator-api/src/main/java/org/eclipse/vorto/codegen/api/DatatypeGeneratorTask.java/#L37-L107	non-smelly	['none']
6546066	29	71	https://github.com/eclipse/n4js/blob/f715912fce0352ab574ff878086f77d17a78c908/plugins/org.eclipse.n4js/src/org/eclipse/n4js/validation/validators/N4JSLambdaValidator.java/#L29-L71	non-smelly	['none']
6550344	15	51	https://github.com/eclipse/rap/blob/6295da95d01da6669c91bd4b058db9b89f35abaf/bundles/org.eclipse.rap.ui.workbench/Eclipse UI/org/eclipse/ui/internal/preferences/AbstractIntegerListener.java/#L15-L51	non-smelly	['none']
6547476	17	54	https://github.com/eclipse/rap/blob/6295da95d01da6669c91bd4b058db9b89f35abaf/bundles/org.eclipse.rap.rwt/src/org/eclipse/rap/rwt/internal/theme/css/NullElementSelector.java/#L17-L54	non-smelly	['none', 'none']
6551559	34	94	https://github.com/eclipse/rap/blob/6295da95d01da6669c91bd4b058db9b89f35abaf/bundles/org.eclipse.rap.jface.databinding/src/org/eclipse/jface/databinding/viewers/ObservableMapCellLabelProvider.java/#L34-L94	non-smelly	['none']
6564431	19	31	https://github.com/eclipse/rap/blob/6295da95d01da6669c91bd4b058db9b89f35abaf/bundles/org.eclipse.rap.rwt/src/org/eclipse/rap/rwt/internal/client/WebClientProvider.java/#L19-L31	non-smelly	['none']
6571650	30	56	https://github.com/eclipse/rap/blob/6295da95d01da6669c91bd4b058db9b89f35abaf/bundles/org.eclipse.rap.rwt/css/org/eclipse/rap/rwt/apache/batik/util/io/ASCIIDecoder.java/#L30-L56	non-smelly	['none']
6594157	36	85	https://github.com/epam/DLab/blob/34483ee52cf8b79c4e51a54c82171564e5b8d50a/services/dlab-model/src/main/java/com/epam/dlab/util/CloudSettingsDeserializer.java/#L36-L85	smelly	['minor', 'minor']
6593393	25	31	https://github.com/epam/DLab/blob/34483ee52cf8b79c4e51a54c82171564e5b8d50a/services/dlab-auth-common/src/main/java/com/epam/dlab/auth/SecurityUnauthorizedHandler.java/#L25-L31	non-smelly	['none']
6578541	24	167	https://github.com/eclipse/rap/blob/6295da95d01da6669c91bd4b058db9b89f35abaf/bundles/org.eclipse.rap.ui.workbench/Eclipse UI/org/eclipse/ui/internal/AbstractPartSelectionTracker.java/#L24-L167	smelly	['minor', 'minor']
6560581	21	35	https://github.com/eclipse/rap/blob/6295da95d01da6669c91bd4b058db9b89f35abaf/bundles/org.eclipse.rap.ui.workbench/Eclipse UI/org/eclipse/ui/IPluginContribution.java/#L21-L35	non-smelly	['none', 'none', 'none']
6623354	45	115	https://github.com/epam/Wilma/blob/af271176f7847d06512b62ed8f1a4a0e7fd8b10a/wilma-application/modules/wilma-stub-configuration-parser/src/main/java/com/epam/wilma/stubconfig/json/parser/StubDescriptorJsonParser.java/#L45-L115	non-smelly	['none']
6513676	32	254	https://github.com/eclipse/tycho/blob/913062f90a6bad5c8c2b57c77111a52e698105d5/tycho-release/tycho-versions-plugin/src/main/java/org/eclipse/tycho/versions/bundle/MutableManifestElement.java/#L32-L254	non-smelly	['none']
6605811	38	42	https://github.com/epam/NGB/blob/340504529fc576eeec92fbae636e437ce486cc4a/server/catgenome/src/main/java/com/epam/catgenome/entity/wig/WigFile.java/#L38-L42	non-smelly	['none']
6554999	40	327	https://github.com/eclipse/rap/blob/6295da95d01da6669c91bd4b058db9b89f35abaf/bundles/org.eclipse.rap.ui.workbench/Eclipse UI/org/eclipse/ui/internal/progress/AnimationManager.java/#L40-L327	smelly	['minor', 'major', 'minor']
6634791	23	65	https://github.com/Esri/geoportal-server-harvester/blob/b8c69260e3d6ec10df6514c201219e690cfba048/geoportal-connectors/geoportal-harvester-waf/src/main/java/com/esri/geoportal/harvester/waf/WafFolderContent.java/#L23-L65	non-smelly	['none', 'none', 'none']
6772589	25416	25594	https://github.com/facebook/facebook-java-business-sdk/blob/561f1a75e1220b55a160a1b92b0187f72be9cd08/src/main/java/com/facebook/ads/sdk/Page.java/#L25416-L25594	smelly	['minor', 'major', 'minor']
6680763	36	215	https://github.com/eclipse/webtools.sourceediting/blob/fe6d03fa6ca31c9e5ebeba67b32f14d14335657d/web/tests/org.eclipse.wst.html.core.tests/src/org/eclipse/wst/html/core/tests/format/TestFormatProcessorHTML.java/#L36-L215	non-smelly	['none']
6725112	446	494	https://github.com/eclipse/webtools.sourceediting/blob/fe6d03fa6ca31c9e5ebeba67b32f14d14335657d/xml/bundles/org.eclipse.wst.xml.ui/src-multipage/org/eclipse/wst/xml/ui/internal/tabletree/XMLTableTreeViewer.java/#L446-L494	non-smelly	['none']
6651983	26	85	https://github.com/eclipse/webtools.sourceediting/blob/fe6d03fa6ca31c9e5ebeba67b32f14d14335657d/web/bundles/org.eclipse.wst.html.core/src/org/eclipse/wst/html/core/internal/contentmodel/HedA.java/#L26-L85	non-smelly	['none']
6135529	17	21	https://github.com/eclipse/dltk.core/blob/ff5ee79db0c2234347cb3f956de9b31047f43613/core/plugins/org.eclipse.dltk.launching/src/org/eclipse/dltk/launching/IInterpreterRunner.java/#L17-L21	non-smelly	['none']
6654966	18	36	https://github.com/eclipse/webtools.sourceediting/blob/fe6d03fa6ca31c9e5ebeba67b32f14d14335657d/xml/bundles/org.eclipse.wst.xml.core/src-contentmodel/org/eclipse/wst/xml/core/internal/contentmodel/modelquery/IExternalSchemaLocationProvider.java/#L18-L36	non-smelly	['none']
6732692	44	336	https://github.com/eclipse/webtools.sourceediting/blob/fe6d03fa6ca31c9e5ebeba67b32f14d14335657d/xml/bundles/org.eclipse.wst.xsd.ui/src-adt-xsd/org/eclipse/wst/xsd/ui/internal/design/editparts/XSDSchemaEditPart.java/#L44-L336	non-smelly	['none']
6159926	95	99	https://github.com/eclipse/che/blob/c5498c2ac562cd8a2fc79a6bb0446d291f05a201/selenium/che-selenium-test/src/main/java/org/eclipse/che/selenium/core/constant/TestMenuCommandsConstants.java/#L95-L99	non-smelly	['none']
6624209	53	234	https://github.com/Esri/arcgis-runtime-samples-java/blob/c7a0b309586495ff9cc9dbed129e411943547793/src/main/java/com/esri/samples/imagelayers/map_image_layer_tables/MapImageLayerTablesSample.java/#L53-L234	smelly	['major', 'major']
6151978	4	34	https://github.com/eclipse/dltk.core/blob/ff5ee79db0c2234347cb3f956de9b31047f43613/core/plugins/org.eclipse.dltk.debug.ui/src/org/eclipse/dltk/debug/ui/IDLTKDebugUIPreferenceConstants.java/#L4-L34	non-smelly	['none', 'none', 'none']
6866681	33	64	https://github.com/google/error-prone/blob/61cb540c08ec63faa56dccce00049cff1f8b41ea/core/src/main/java/com/google/errorprone/refaster/UOfKind.java/#L33-L64	non-smelly	['none', 'none', 'none']
6913242	23	33	https://github.com/google/ExoPlayer/blob/4bc79c9465abd00e29ff576c5f7a7517be632f5a/testutils_robolectric/src/main/java/com/google/android/exoplayer2/testutil/FakeMediaClockRenderer.java/#L23-L33	non-smelly	['none']
6143847	17	32	https://github.com/eclipse/dltk.core/blob/ff5ee79db0c2234347cb3f956de9b31047f43613/mylyn/plugins/org.eclipse.dltk.mylyn/src/org/eclipse/dltk/internal/mylyn/search/Messages.java/#L17-L32	non-smelly	['none']
6897923	45	88	https://github.com/google/error-prone-javac/blob/a53d069bbdb2c60232ed3811c19b65e41c3e60e0/src/jdk.javadoc/share/classes/com/sun/tools/javadoc/main/JavadocClassFinder.java/#L45-L88	non-smelly	['none']
